Canada-Ontario, Deaths (period 5x1), 	Last modified: 28 May 2025;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1946        90-94              541.20          408.28          949.48
  1946        95-99              127.06           82.06          209.12
  1946       100-104              17.37            8.00           25.37
  1946       105-109               0.67            0.00            0.67
  1946       110+                  0.00            0.00            0.00
  1947           0              1694.54         2221.84         3916.38
  1947         1-4               234.08          327.27          561.35
  1947         5-9               100.02          195.16          295.18
  1947        10-14               88.04          141.11          229.15
  1947        15-19              149.05          222.18          371.23
  1947        20-24              187.05          266.22          453.27
  1947        25-29              196.06          282.23          478.29
  1947        30-34              240.07          326.27          566.34
  1947        35-39              329.10          405.34          734.44
  1947        40-44              414.13          622.51         1036.64
  1947        45-49              557.18          940.77         1497.95
  1947        50-54              800.27         1207.01         2007.28
  1947        55-59             1072.35         1703.42         2775.77
  1947        60-64             1402.44         2172.81         3575.25
  1947        65-69             1915.61         2598.15         4513.76
  1947        70-74             2267.74         2704.24         4971.98
  1947        75-79             2464.79         2596.15         5060.94
  1947        80-84             2331.75         2108.76         4440.51
  1947        85-89             1511.50         1295.08         2806.58
  1947        90-94              623.21          455.38         1078.59
  1947        95-99              133.04           87.06          220.10
  1947       100-104              16.01           12.01           28.02
  1947       105-109               0.00            0.00            0.00
  1947       110+                  0.00            0.00            0.00
  1948           0              1579.00         2108.25         3687.25
  1948         1-4               278.18          359.38          637.56
  1948         5-9                91.06          160.17          251.23
  1948        10-14               77.05          110.12          187.17
  1948        15-19              109.07          205.22          314.29
  1948        20-24              189.13          285.32          474.45
  1948        25-29              192.12          295.32          487.44
  1948        30-34              233.15          312.34          545.49
  1948        35-39              310.20          408.43          718.63
  1948        40-44              422.27          591.63         1013.90
  1948        45-49              620.40          870.92         1491.32
  1948        50-54              770.49         1237.32         2007.81
  1948        55-59             1133.71         1755.88         2889.59
  1948        60-64             1411.89         2344.51         3756.40
  1948        65-69             1857.18         2682.87         4540.05
  1948        70-74             2337.48         2860.05         5197.53
  1948        75-79             2505.59         2735.92         5241.51
  1948        80-84             2352.49         2211.36         4563.85
  1948        85-89             1687.06         1322.41         3009.47
  1948        90-94              632.40          439.48         1071.88
  1948        95-99              166.11           89.10          255.21
  1948       100-104              14.01            8.01           22.02
  1948       105-109               0.00            0.00            0.00
  1948       110+                  0.00            0.00            0.00
  1949           0              1737.99         2239.60         3977.59
  1949         1-4               263.15          347.40          610.55
  1949         5-9               107.06          161.19          268.25
  1949        10-14               85.05          135.15          220.20
  1949        15-19              114.06          219.25          333.31
  1949        20-24              160.10          260.30          420.40
  1949        25-29              178.11          311.36          489.47
  1949        30-34              215.13          320.37          535.50
  1949        35-39              291.17          447.52          738.69
  1949        40-44              383.21          555.65          938.86
  1949        45-49              574.32          927.08         1501.40
  1949        50-54              808.48         1262.46         2070.94
  1949        55-59             1019.58         1651.92         2671.50
  1949        60-64             1472.84         2431.82         3904.66
  1949        65-69             1904.09         2780.22         4684.31
  1949        70-74             2509.43         3062.55         5571.98
  1949        75-79             2554.45         2762.21         5316.66
  1949        80-84             2329.34         2292.67         4622.01
  1949        85-89             1691.95         1337.55         3029.50
  1949        90-94              665.38          510.59         1175.97
  1949        95-99              169.10           91.11          260.21
  1949       100-104              21.32           14.74           36.06
  1949       105-109               0.69            0.27            0.96
  1949       110+                  0.00            0.00            0.00
  1950           0              1543.00         2227.00         3770.00
  1950         1-4               253.00          331.00          584.00
  1950         5-9               109.00          165.00          274.00
  1950        10-14               84.00          139.00          223.00
  1950        15-19               77.00          194.00          271.00
  1950        20-24              120.00          265.00          385.00
  1950        25-29              147.00          238.00          385.00
  1950        30-34              217.00          268.00          485.00
  1950        35-39              319.00          390.00          709.00
  1950        40-44              413.00          593.00         1006.00
  1950        45-49              582.00          909.00         1491.00
  1950        50-54              754.00         1330.00         2084.00
  1950        55-59              999.00         1763.00         2762.00
  1950        60-64             1503.00         2456.00         3959.00
  1950        65-69             2021.00         2924.00         4945.00
  1950        70-74             2466.00         3050.00         5516.00
  1950        75-79             2664.00         2919.00         5583.00
  1950        80-84             2472.00         2313.00         4785.00
  1950        85-89             1720.00         1470.00         3190.00
  1950        90-94              738.00          472.00         1210.00
  1950        95-99              181.00           97.00          278.00
  1950       100-104              16.00            8.00           24.00
  1950       105-109               2.00            0.00            2.00
  1950       110+                  0.00            0.00            0.00
  1951           0              1542.00         2019.00         3561.00
  1951         1-4               263.00          322.00          585.00
  1951         5-9               112.00          187.00          299.00
  1951        10-14               73.00          127.00          200.00
  1951        15-19              100.00          216.00          316.00
  1951        20-24              125.00          291.00          416.00
  1951        25-29              170.00          291.00          461.00
  1951        30-34              198.00          315.00          513.00
  1951        35-39              314.00          398.00          712.00
  1951        40-44              404.00          619.00         1023.00
  1951        45-49              551.00          902.00         1453.00
  1951        50-54              700.00         1333.00         2033.00
  1951        55-59             1049.00         1864.00         2913.00
  1951        60-64             1473.00         2387.00         3860.00
  1951        65-69             1965.00         2865.00         4830.00
  1951        70-74             2487.00         2960.00         5447.00
  1951        75-79             2841.00         3020.00         5861.00
  1951        80-84             2551.00         2275.00         4826.00
  1951        85-89             1736.00         1424.00         3160.00
  1951        90-94              723.00          491.00         1214.00
  1951        95-99              174.00           88.00          262.00
  1951       100-104              14.00            8.00           22.00
  1951       105-109               2.00            2.00            4.00
  1951       110+                  2.00            0.00            2.00
  1952           0              1621.00         2171.00         3792.00
  1952         1-4               246.00          380.00          626.00
  1952         5-9               107.00          170.00          277.00
  1952        10-14               71.00          117.00          188.00
  1952        15-19               75.00          190.00          265.00
  1952        20-24              130.00          317.00          447.00
  1952        25-29              161.00          306.00          467.00
  1952        30-34              216.00          315.00          531.00
  1952        35-39              314.00          447.00          761.00
  1952        40-44              390.00          615.00         1005.00
  1952        45-49              564.00          894.00         1458.00
  1952        50-54              742.00         1410.00         2152.00
  1952        55-59              985.00         1860.00         2845.00
  1952        60-64             1404.00         2415.00         3819.00
  1952        65-69             1965.00         2974.00         4939.00
  1952        70-74             2605.00         3117.00         5722.00
  1952        75-79             2648.00         3018.00         5666.00
  1952        80-84             2482.00         2358.00         4840.00
  1952        85-89             1691.00         1380.00         3071.00
  1952        90-94              716.00          504.00         1220.00
  1952        95-99              175.00           92.00          267.00
  1952       100-104              21.00           18.00           39.00
  1952       105-109               1.00            2.00            3.00
  1952       110+                  0.00            1.00            1.00
  1953           0              1595.00         2110.00         3705.00
  1953         1-4               262.00          363.00          625.00
  1953         5-9               100.00          206.00          306.00
  1953        10-14               69.00          141.00          210.00
  1953        15-19               95.00          230.00          325.00
  1953        20-24              123.00          295.00          418.00
  1953        25-29              172.00          293.00          465.00
  1953        30-34              195.00          341.00          536.00
  1953        35-39              306.00          433.00          739.00
  1953        40-44              422.00          623.00         1045.00
  1953        45-49              561.00          920.00         1481.00
  1953        50-54              759.00         1411.00         2170.00
  1953        55-59             1032.00         1840.00         2872.00
  1953        60-64             1415.00         2404.00         3819.00
  1953        65-69             1964.00         2937.00         4901.00
  1953        70-74             2553.00         3344.00         5897.00
  1953        75-79             2861.00         3031.00         5892.00
  1953        80-84             2530.00         2370.00         4900.00
  1953        85-89             1821.00         1434.00         3255.00
  1953        90-94              795.00          526.00         1321.00
  1953        95-99              204.00          116.00          320.00
  1953       100-104              27.00            8.00           35.00
  1953       105-109               3.00            1.00            4.00
  1953       110+                  0.00            0.00            0.00
  1954           0              1498.00         2025.00         3523.00
  1954         1-4               232.00          315.00          547.00
  1954         5-9               116.00          207.00          323.00
  1954        10-14               60.00          118.00          178.00
  1954        15-19               85.00          174.00          259.00
  1954        20-24              114.00          254.00          368.00
  1954        25-29              174.00          307.00          481.00
  1954        30-34              207.00          363.00          570.00
  1954        35-39              282.00          372.00          654.00
  1954        40-44              427.00          646.00         1073.00
  1954        45-49              559.00          837.00         1396.00
  1954        50-54              728.00         1372.00         2100.00
  1954        55-59             1009.00         1843.00         2852.00
  1954        60-64             1437.00         2410.00         3847.00
  1954        65-69             1855.00         2914.00         4769.00
  1954        70-74             2596.00         3393.00         5989.00
  1954        75-79             2775.00         3087.00         5862.00
  1954        80-84             2458.00         2343.00         4801.00
  1954        85-89             1808.00         1464.00         3272.00
  1954        90-94              797.00          505.00         1302.00
  1954        95-99              202.00          106.00          308.00
  1954       100-104              27.00            7.00           34.00
  1954       105-109               3.00            1.00            4.00
  1954       110+                  1.00            0.00            1.00
  1955           0              1559.00         2071.00         3630.00
  1955         1-4               245.00          318.00          563.00
  1955         5-9               117.00          168.00          285.00
  1955        10-14               77.00          120.00          197.00
  1955        15-19               80.00          203.00          283.00
  1955        20-24              104.00          304.00          408.00
  1955        25-29              149.00          298.00          447.00
  1955        30-34              198.00          336.00          534.00
  1955        35-39              270.00          375.00          645.00
  1955        40-44              376.00          624.00         1000.00
  1955        45-49              543.00          926.00         1469.00
  1955        50-54              725.00         1382.00         2107.00
  1955        55-59             1003.00         1866.00         2869.00
  1955        60-64             1285.00         2422.00         3707.00
  1955        65-69             1849.00         3067.00         4916.00
  1955        70-74             2580.00         3547.00         6127.00
  1955        75-79             2815.00         3249.00         6064.00
  1955        80-84             2553.00         2494.00         5047.00
  1955        85-89             1903.00         1473.00         3376.00
  1955        90-94              831.00          542.00         1373.00
  1955        95-99              214.00          125.00          339.00
  1955       100-104              29.00           14.00           43.00
  1955       105-109               3.00            1.00            4.00
  1955       110+                  0.00            0.00            0.00
  1956           0              1561.00         2052.00         3613.00
  1956         1-4               291.00          344.00          635.00
  1956         5-9               109.00          195.00          304.00
  1956        10-14               75.00          110.00          185.00
  1956        15-19               78.00          240.00          318.00
  1956        20-24               99.00          275.00          374.00
  1956        25-29              151.00          317.00          468.00
  1956        30-34              191.00          386.00          577.00
  1956        35-39              251.00          429.00          680.00
  1956        40-44              391.00          587.00          978.00
  1956        45-49              539.00          946.00         1485.00
  1956        50-54              757.00         1425.00         2182.00
  1956        55-59             1051.00         1961.00         3012.00
  1956        60-64             1408.00         2445.00         3853.00
  1956        65-69             1889.00         3217.00         5106.00
  1956        70-74             2631.00         3618.00         6249.00
  1956        75-79             3001.00         3397.00         6398.00
  1956        80-84             2821.00         2629.00         5450.00
  1956        85-89             1882.00         1592.00         3474.00
  1956        90-94              883.00          564.00         1447.00
  1956        95-99              232.00          139.00          371.00
  1956       100-104              27.00           11.00           38.00
  1956       105-109               3.00            0.00            3.00
  1956       110+                  1.00            0.00            1.00
  1957           0              1597.00         2184.00         3781.00
  1957         1-4               293.00          370.00          663.00
  1957         5-9               124.00          224.00          348.00
  1957        10-14               84.00          150.00          234.00
  1957        15-19               90.00          225.00          315.00
  1957        20-24              113.00          312.00          425.00
  1957        25-29              169.00          340.00          509.00
  1957        30-34              204.00          376.00          580.00
  1957        35-39              247.00          477.00          724.00
  1957        40-44              400.00          652.00         1052.00
  1957        45-49              585.00         1079.00         1664.00
  1957        50-54              722.00         1471.00         2193.00
  1957        55-59             1091.00         2023.00         3114.00
  1957        60-64             1434.00         2665.00         4099.00
  1957        65-69             2067.00         3247.00         5314.00
  1957        70-74             2723.00         3653.00         6376.00
  1957        75-79             3128.00         3530.00         6658.00
  1957        80-84             2871.00         2797.00         5668.00
  1957        85-89             1940.00         1551.00         3491.00
  1957        90-94              892.00          606.00         1498.00
  1957        95-99              254.00          132.00          386.00
  1957       100-104              30.00           15.00           45.00
  1957       105-109               2.00            1.00            3.00
  1957       110+                  0.00            0.00            0.00
  1958           0              1642.00         2167.00         3809.00
  1958         1-4               257.00          322.00          579.00
  1958         5-9               131.00          195.00          326.00
  1958        10-14               69.00          139.00          208.00
  1958        15-19               76.00          178.00          254.00
  1958        20-24              114.00          273.00          387.00
  1958        25-29              141.00          325.00          466.00
  1958        30-34              192.00          351.00          543.00
  1958        35-39              283.00          468.00          751.00
  1958        40-44              378.00          677.00         1055.00
  1958        45-49              570.00         1045.00         1615.00
  1958        50-54              751.00         1460.00         2211.00
  1958        55-59             1024.00         2068.00         3092.00
  1958        60-64             1407.00         2589.00         3996.00
  1958        65-69             1994.00         3146.00         5140.00
  1958        70-74             2660.00         3650.00         6310.00
  1958        75-79             2978.00         3584.00         6562.00
  1958        80-84             2830.00         2785.00         5615.00
  1958        85-89             2048.00         1707.00         3755.00
  1958        90-94              952.00          609.00         1561.00
  1958        95-99              261.00          140.00          401.00
  1958       100-104              26.00           13.00           39.00
  1958       105-109               0.00            0.00            0.00
  1958       110+                  1.00            0.00            1.00
  1959           0              1664.00         2115.00         3779.00
  1959         1-4               264.00          307.00          571.00
  1959         5-9               128.00          213.00          341.00
  1959        10-14               77.00          152.00          229.00
  1959        15-19              101.00          233.00          334.00
  1959        20-24              130.00          316.00          446.00
  1959        25-29              143.00          306.00          449.00
  1959        30-34              220.00          347.00          567.00
  1959        35-39              280.00          473.00          753.00
  1959        40-44              363.00          674.00         1037.00
  1959        45-49              564.00         1066.00         1630.00
  1959        50-54              793.00         1506.00         2299.00
  1959        55-59             1036.00         2138.00         3174.00
  1959        60-64             1470.00         2565.00         4035.00
  1959        65-69             2024.00         3185.00         5209.00
  1959        70-74             2832.00         3875.00         6707.00
  1959        75-79             3238.00         3810.00         7048.00
  1959        80-84             3087.00         2907.00         5994.00
  1959        85-89             2138.00         1760.00         3898.00
  1959        90-94             1023.00          611.00         1634.00
  1959        95-99              270.00          128.00          398.00
  1959       100-104              46.00           18.00           64.00
  1959       105-109               2.00            0.00            2.00
  1959       110+                  0.00            2.00            2.00
  1960           0              1592.00         2158.00         3750.00
  1960         1-4               246.00          312.00          558.00
  1960         5-9               136.00          173.00          309.00
  1960        10-14               86.00          165.00          251.00
  1960        15-19               87.00          253.00          340.00
  1960        20-24               89.00          287.00          376.00
  1960        25-29              147.00          292.00          439.00
  1960        30-34              182.00          346.00          528.00
  1960        35-39              310.00          480.00          790.00
  1960        40-44              401.00          586.00          987.00
  1960        45-49              616.00         1170.00         1786.00
  1960        50-54              823.00         1481.00         2304.00
  1960        55-59             1024.00         2175.00         3199.00
  1960        60-64             1513.00         2805.00         4318.00
  1960        65-69             2072.00         3252.00         5324.00
  1960        70-74             2758.00         3865.00         6623.00
  1960        75-79             3266.00         3972.00         7238.00
  1960        80-84             3140.00         3049.00         6189.00
  1960        85-89             2226.00         1774.00         4000.00
  1960        90-94             1011.00          683.00         1694.00
  1960        95-99              288.00          141.00          429.00
  1960       100-104              31.00           13.00           44.00
  1960       105-109               2.00            4.00            6.00
  1960       110+                  0.00            0.00            0.00
  1961           0              1536.00         2093.00         3629.00
  1961         1-4               233.00          324.00          557.00
  1961         5-9               116.00          201.00          317.00
  1961        10-14               89.00          153.00          242.00
  1961        15-19               96.00          249.00          345.00
  1961        20-24              105.00          295.00          400.00
  1961        25-29              148.00          280.00          428.00
  1961        30-34              194.00          328.00          522.00
  1961        35-39              312.00          519.00          831.00
  1961        40-44              368.00          670.00         1038.00
  1961        45-49              589.00         1130.00         1719.00
  1961        50-54              811.00         1595.00         2406.00
  1961        55-59             1010.00         2125.00         3135.00
  1961        60-64             1362.00         2761.00         4123.00
  1961        65-69             2014.00         3245.00         5259.00
  1961        70-74             2685.00         3947.00         6632.00
  1961        75-79             3258.00         3822.00         7080.00
  1961        80-84             3207.00         2956.00         6163.00
  1961        85-89             2228.00         1691.00         3919.00
  1961        90-94             1050.00          724.00         1774.00
  1961        95-99              286.00          143.00          429.00
  1961       100-104              25.00           14.00           39.00
  1961       105-109               3.00            3.00            6.00
  1961       110+                  0.00            1.00            1.00
  1962           0              1569.00         2057.00         3626.00
  1962         1-4               245.00          331.00          576.00
  1962         5-9               123.00          207.00          330.00
  1962        10-14               75.00          169.00          244.00
  1962        15-19              100.00          245.00          345.00
  1962        20-24              102.00          304.00          406.00
  1962        25-29              134.00          294.00          428.00
  1962        30-34              185.00          332.00          517.00
  1962        35-39              285.00          518.00          803.00
  1962        40-44              465.00          688.00         1153.00
  1962        45-49              629.00         1052.00         1681.00
  1962        50-54              810.00         1649.00         2459.00
  1962        55-59             1056.00         2171.00         3227.00
  1962        60-64             1443.00         2854.00         4297.00
  1962        65-69             2038.00         3310.00         5348.00
  1962        70-74             2799.00         3878.00         6677.00
  1962        75-79             3232.00         3897.00         7129.00
  1962        80-84             3306.00         3076.00         6382.00
  1962        85-89             2410.00         1841.00         4251.00
  1962        90-94             1056.00          677.00         1733.00
  1962        95-99              319.00          161.00          480.00
  1962       100-104              41.00           18.00           59.00
  1962       105-109               2.00            3.00            5.00
  1962       110+                  0.00            0.00            0.00
  1963           0              1491.00         2045.00         3536.00
  1963         1-4               246.00          370.00          616.00
  1963         5-9               146.00          206.00          352.00
  1963        10-14               77.00          161.00          238.00
  1963        15-19              114.00          285.00          399.00
  1963        20-24              139.00          319.00          458.00
  1963        25-29              142.00          274.00          416.00
  1963        30-34              186.00          355.00          541.00
  1963        35-39              304.00          540.00          844.00
  1963        40-44              417.00          742.00         1159.00
  1963        45-49              594.00         1082.00         1676.00
  1963        50-54              856.00         1652.00         2508.00
  1963        55-59             1068.00         2208.00         3276.00
  1963        60-64             1461.00         2906.00         4367.00
  1963        65-69             2005.00         3468.00         5473.00
  1963        70-74             2800.00         3968.00         6768.00
  1963        75-79             3367.00         4070.00         7437.00
  1963        80-84             3434.00         3209.00         6643.00
  1963        85-89             2442.00         1978.00         4420.00
  1963        90-94             1172.00          750.00         1922.00
  1963        95-99              325.00          167.00          492.00
  1963       100-104              49.99           15.94           65.93
  1963       105-109               4.00            1.94            5.94
  1963       110+                  0.00            0.11            0.11
  1964           0              1357.00         1900.00         3257.00
  1964         1-4               196.00          304.00          500.00
  1964         5-9               107.00          235.00          342.00
  1964        10-14               85.00          139.00          224.00
  1964        15-19              106.00          286.00          392.00
  1964        20-24              117.00          331.00          448.00
  1964        25-29              129.00          266.00          395.00
  1964        30-34              194.00          337.00          531.00
  1964        35-39              267.00          477.00          744.00
  1964        40-44              419.00          759.00         1178.00
  1964        45-49              550.00         1076.00         1626.00
  1964        50-54              853.00         1688.00         2541.00
  1964        55-59             1107.00         2278.00         3385.00
  1964        60-64             1502.00         2992.00         4494.00
  1964        65-69             1993.00         3328.00         5321.00
  1964        70-74             2737.00         3863.00         6600.00
  1964        75-79             3266.00         3811.00         7077.00
  1964        80-84             3339.00         3157.00         6496.00
  1964        85-89             2381.00         1896.00         4277.00
  1964        90-94             1088.00          718.00         1806.00
  1964        95-99              331.00          169.00          500.00
  1964       100-104              46.29           17.73           64.02
  1964       105-109               3.72            2.16            5.88
  1964       110+                  0.00            0.12            0.12
  1965           0              1228.00         1682.00         2910.00
  1965         1-4               228.00          258.00          486.00
  1965         5-9               117.00          231.00          348.00
  1965        10-14               82.00          143.00          225.00
  1965        15-19              138.00          323.00          461.00
  1965        20-24              122.00          377.00          499.00
  1965        25-29              109.00          266.00          375.00
  1965        30-34              167.00          300.00          467.00
  1965        35-39              283.00          490.00          773.00
  1965        40-44              459.00          779.00         1238.00
  1965        45-49              626.00         1050.00         1676.00
  1965        50-54              911.00         1817.00         2728.00
  1965        55-59             1125.00         2277.00         3402.00
  1965        60-64             1486.00         3091.00         4577.00
  1965        65-69             1980.00         3523.00         5503.00
  1965        70-74             2786.00         4008.00         6794.00
  1965        75-79             3387.00         4029.00         7416.00
  1965        80-84             3468.00         3509.00         6977.00
  1965        85-89             2680.00         2064.00         4744.00
  1965        90-94             1302.00          838.00         2140.00
  1965        95-99              340.00          191.00          531.00
  1965       100-104              40.74           23.05           63.79
  1965       105-109               3.26            2.81            6.07
  1965       110+                  0.00            0.16            0.16
  1966           0              1131.00         1541.00         2672.00
  1966         1-4               220.00          281.00          501.00
  1966         5-9               161.00          193.00          354.00
  1966        10-14               91.00          187.00          278.00
  1966        15-19              138.00          350.00          488.00
  1966        20-24              113.00          351.00          464.00
  1966        25-29              130.00          277.00          407.00
  1966        30-34              180.00          333.00          513.00
  1966        35-39              289.00          480.00          769.00
  1966        40-44              460.00          758.00         1218.00
  1966        45-49              648.00         1155.00         1803.00
  1966        50-54              887.00         1763.00         2650.00
  1966        55-59             1140.00         2359.00         3499.00
  1966        60-64             1561.00         2968.00         4529.00
  1966        65-69             1991.00         3592.00         5583.00
  1966        70-74             2730.00         3984.00         6714.00
  1966        75-79             3452.00         3992.00         7444.00
  1966        80-84             3440.00         3436.00         6876.00
  1966        85-89             2585.00         2101.00         4686.00
  1966        90-94             1259.00          832.00         2091.00
  1966        95-99              361.00          179.00          540.00
  1966       100-104              57.00           22.00           79.00
  1966       105-109               7.00            2.00            9.00
  1966       110+                  0.00            0.00            0.00
  1967           0              1071.00         1450.00         2521.00
  1967         1-4               210.00          311.00          521.00
  1967         5-9               157.00          202.00          359.00
  1967        10-14              118.00          178.00          296.00
  1967        15-19              146.00          407.00          553.00
  1967        20-24              144.00          408.00          552.00
  1967        25-29              121.00          308.00          429.00
  1967        30-34              172.00          301.00          473.00
  1967        35-39              300.00          515.00          815.00
  1967        40-44              481.00          864.00         1345.00
  1967        45-49              614.00         1167.00         1781.00
  1967        50-54              851.00         1802.00         2653.00
  1967        55-59             1171.00         2471.00         3642.00
  1967        60-64             1534.00         3112.00         4646.00
  1967        65-69             2046.00         3718.00         5764.00
  1967        70-74             2768.00         3982.00         6750.00
  1967        75-79             3294.00         4078.00         7372.00
  1967        80-84             3578.00         3342.00         6920.00
  1967        85-89             2657.00         2020.00         4677.00
  1967        90-94             1354.00          837.00         2191.00
  1967        95-99              358.00          190.00          548.00
  1967       100-104              39.00           26.00           65.00
  1967       105-109               3.00            2.00            5.00
  1967       110+                  0.00            0.00            0.00
  1968           0              1037.00         1364.00         2401.00
  1968         1-4               188.00          222.00          410.00
  1968         5-9               128.00          211.00          339.00
  1968        10-14               97.00          170.00          267.00
  1968        15-19              142.00          375.00          517.00
  1968        20-24              137.00          450.00          587.00
  1968        25-29              135.00          306.00          441.00
  1968        30-34              167.00          306.00          473.00
  1968        35-39              273.00          494.00          767.00
  1968        40-44              480.00          803.00         1283.00
  1968        45-49              664.00         1213.00         1877.00
  1968        50-54              910.00         1714.00         2624.00
  1968        55-59             1202.00         2480.00         3682.00
  1968        60-64             1576.00         3124.00         4700.00
  1968        65-69             2028.00         3822.00         5850.00
  1968        70-74             2816.00         4042.00         6858.00
  1968        75-79             3348.00         4049.00         7397.00
  1968        80-84             3677.00         3428.00         7105.00
  1968        85-89             2816.00         2090.00         4906.00
  1968        90-94             1466.00          903.00         2369.00
  1968        95-99              422.00          190.00          612.00
  1968       100-104              52.00           30.00           82.00
  1968       105-109               0.00            4.00            4.00
  1968       110+                  0.00            0.00            0.00
  1969           0               976.00         1326.00         2302.00
  1969         1-4               177.00          210.00          387.00
  1969         5-9               133.00          198.00          331.00
  1969        10-14               91.00          163.00          254.00
  1969        15-19              148.00          371.00          519.00
  1969        20-24              139.00          460.00          599.00
  1969        25-29              148.00          336.00          484.00
  1969        30-34              174.00          328.00          502.00
  1969        35-39              282.00          497.00          779.00
  1969        40-44              482.00          771.00         1253.00
  1969        45-49              777.00         1219.00         1996.00
  1969        50-54              916.00         1715.00         2631.00
  1969        55-59             1257.00         2519.00         3776.00
  1969        60-64             1565.00         3115.00         4680.00
  1969        65-69             2061.00         3901.00         5962.00
  1969        70-74             2708.00         4034.00         6742.00
  1969        75-79             3434.00         3890.00         7324.00
  1969        80-84             3640.00         3400.00         7040.00
  1969        85-89             2860.00         2237.00         5097.00
  1969        90-94             1468.00          891.00         2359.00
  1969        95-99              408.00          182.00          590.00
  1969       100-104              67.00           25.00           92.00
  1969       105-109               8.00            0.00            8.00
  1969       110+                  0.00            0.00            0.00
  1970           0               931.00         1345.00         2276.00
  1970         1-4               170.00          189.00          359.00
  1970         5-9               111.00          197.00          308.00
  1970        10-14               97.00          175.00          272.00
  1970        15-19              166.00          404.00          570.00
  1970        20-24              138.00          449.00          587.00
  1970        25-29              165.00          331.00          496.00
  1970        30-34              198.00          322.00          520.00
  1970        35-39              279.00          482.00          761.00
  1970        40-44              464.00          812.00         1276.00
  1970        45-49              731.00         1273.00         2004.00
  1970        50-54              923.00         1756.00         2679.00
  1970        55-59             1273.00         2524.00         3797.00
  1970        60-64             1511.00         3356.00         4867.00
  1970        65-69             2137.00         3918.00         6055.00
  1970        70-74             2796.00         4183.00         6979.00
  1970        75-79             3507.00         3993.00         7500.00
  1970        80-84             3689.00         3526.00         7215.00
  1970        85-89             3022.00         2218.00         5240.00
  1970        90-94             1459.00          861.00         2320.00
  1970        95-99              405.00          174.00          579.00
  1970       100-104              72.00           30.00          102.00
  1970       105-109               4.00            1.00            5.00
  1970       110+                  0.00            0.00            0.00
  1971           0               845.00         1150.00         1995.00
  1971         1-4               159.00          193.00          352.00
  1971         5-9               133.00          195.00          328.00
  1971        10-14              119.00          167.00          286.00
  1971        15-19              180.00          451.00          631.00
  1971        20-24              173.00          514.00          687.00
  1971        25-29              146.00          338.00          484.00
  1971        30-34              191.00          354.00          545.00
  1971        35-39              287.00          490.00          777.00
  1971        40-44              469.00          819.00         1288.00
  1971        45-49              722.00         1286.00         2008.00
  1971        50-54              901.00         1727.00         2628.00
  1971        55-59             1251.00         2553.00         3804.00
  1971        60-64             1579.00         3223.00         4802.00
  1971        65-69             2150.00         3866.00         6016.00
  1971        70-74             2706.00         3968.00         6674.00
  1971        75-79             3318.00         4045.00         7363.00
  1971        80-84             3679.00         3515.00         7194.00
  1971        85-89             3094.00         2352.00         5446.00
  1971        90-94             1617.00          929.00         2546.00
  1971        95-99              457.00          207.00          664.00
  1971       100-104              72.00           24.00           96.00
  1971       105-109               8.00            1.00            9.00
  1971       110+                  0.00            0.00            0.00
  1972           0               808.00         1107.00         1915.00
  1972         1-4               175.00          219.00          394.00
  1972         5-9               109.00          165.00          274.00
  1972        10-14              102.00          189.00          291.00
  1972        15-19              175.00          549.00          724.00
  1972        20-24              148.00          572.00          720.00
  1972        25-29              168.00          399.00          567.00
  1972        30-34              200.00          339.00          539.00
  1972        35-39              301.00          477.00          778.00
  1972        40-44              467.00          835.00         1302.00
  1972        45-49              724.00         1277.00         2001.00
